ID,Title,Author,Genre,Description,SE_Description,URL,AccessionNo,BookType,SubjectNo,Publisher,Price,Currency,Pages,Language,CupboardNo,RackNo,Branch,YearOfPublication,BarcodePrint,IndexPrev,Page1Prev,Page2Prev,Page3Prev,SellerInfo,SellerContact,AddedBy,TimeOfEntry,Remark
992,"Tales from Tolstoy","Binfield R D ",NULL,NULL,NULL,NULL,78707,1,"C S ","Oxford V P ",0.75,₹,89,2,1280,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
993,"An Anthology Of Modern Verse","Methuen A ",NULL,NULL,NULL,NULL,78708,1,"821 /MET","Michel, London ",0.00,₹,254,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
994,"A Lotus for Miss Quon","Chase James Hadley",NULL,NULL,NULL,NULL,78709,1,"823 /CHA","A Panther Book, London ",0.00,₹,159,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
995,"How to Stop Worwying And Start Living","Carnegie Dale",NULL,NULL,NULL,NULL,78710,1,"823 / CAR","Pocket Books,  N  York ",0.00,₹,340,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
996,"The Golden Gondola","Cartland Barbara",NULL,NULL,NULL,NULL,78711,1,"823 /CAR","Pyramid Books, N  York ",9.00,₹,221,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
997,"Book of Knowledge",Puplisher,NULL,NULL,NULL,NULL,78712,1,"121 / PUB","The Book Of Knowledge, Bombay",3.40,₹,326,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
998,"Tarzan And The Forbidden City","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78713,1,"823 / BUR",Mark,0.00,₹,136,2,940,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
999,"The Count of Monte Cristo","Dumas Alexandre",NULL,NULL,NULL,NULL,78714,1,"823 / DUM","Dent & Sons London",0.00,₹,557,2,950,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1001,"Best Science Fiction of the Year - I","Carr Terry",NULL,NULL,NULL,NULL,78716,1,"828 / CAR","Penguin Book",0.00,₹,184,2,1140,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1002,"Rare Short Stories",Balzac's,NULL,NULL,NULL,NULL,78717,1,"823- /BAL","The Camden, London",0.00,₹,192,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1003,"A Secret Story","Saroyan William",NULL,NULL,NULL,NULL,78718,1,"823 /  SAR","Popular , N  Y ",0.00,₹,158,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1004,"The Magician","Maugham W  S ",NULL,NULL,NULL,NULL,78719,1,"823 / MAU","Pocket Books , INC N Y ",2.00,₹,209,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1005,Madrigal,"Gardner John",NULL,NULL,NULL,NULL,78720,1,"823 / GAR","Corgi  Books, London",0.00,₹,285,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1007,"Ukrainian Folk Tales","Zheleznova Irina","Fantasy, Cultural, Ukraine, Fiction, Childrens, Cultural, Russia","Contents: Nibbly-Quibbly the Goat / The Magic Mitten / The Little Round Bun / Sister Fox and Brother Wolf / The Little Straw Bull with the Tarred Back / The Cat and the Cock / Sir Cat-o-Puss / The Fox and the Bear / How the Dog Found Himself a Master / The Fox and the Crane / Why the Stork Eats Frogs and the Wolf Hunts Sheep / The Fox and her Children and Nekhailo the Loafer / The Crow and the Snake / Why Geese Bather in Water, Cats Wash on the Top of the Stove, and Chickens Take Dust Baths / The Mice and the Cock / The Lion and the Mosquitoes / The Bear and the Bees / How a Squirrel Helped a Bear / The Ox, the Ram and the Cock / The Wolf Who Wanted To be the Village Head / The Goat and the Ram / Sister Fox / The Wolf and the Kids / Sirko / The Lion Who Drowned in a Well / The Fox and the Crayfish / The Heron, the Fish and the Crayfish / The Fly that Ploughed a Field / The Swan, the Pike and the Crayfish / The Little Fish and the Big Fat Bean / Danilo-Burmilo the Bear / The Bee and the Pigeon / The Lion Who Was Made Tsar / Little Grey Wolf True-Beaten Black and Blue / Telesik-Little Stick / The Frog Princess / The Magic Egg / The Seven Brothers - Sevens Raven and Their Sister / The Brother, the Sister and the Devil-Dragon / Kirilo the Tanner / Illya of Murom and Solovei the Whistler-Robber / Ivan the Bohatyr / The Magic Pumpkins / The Princess's Ring / Pea-Roll Along / The Pipe and the Whip / The Soldier and the Tsar / Ivan the Peasant's Son / How a Hutzul Taught a Princess to Keep House / Oh / Ivan the Dragon Killer / The Fire-Bird and the Wolf / The Shepherd / The Flying Ship / Ivan Not-A-Stitch-On and His Brother / The Youth and the Eagle / Ivanko and Duliana the Wise / Ivanko, Tsar of the Beasts / The Poor Man and His Sons / The Iron Wolf / The Twelve Brothers / The Blacksmith and the Devil / How a Farmwife Outwitted the Devil / The Pipe, the Fiddle and the Dulcimer / The Old Man's Daughter and the Wold Woman's Daughter / The Greedy Old Woman and the Lime Tree / The Foster Father / The Rich Miser / Death and the Soldier / The Tsar's Goats / The Serf and the Devil / Mistress Death and the Cossacks / How a Peasant Got the Better of a Devil / The Clever Maid / The Honest Nephew and the Dishonest Uncle / The Man Who Ransomed an Enemy of the King / Sad Songs and Gay / Ivan the Fool.",NULL,https://www.goodreads.com/book/show/6100515-ukrainian-folk-tales?from_search=true&from_srp=true&qid=1NZfWqZRHK&rank=1,78722,1,"C S ","Kiev Dnipro Publishers",0.00,₹,388,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1008,"The Marvelous Land Of  0z","Baum Frank",NULL,NULL,NULL,NULL,78723,1,"C  S ","Raduga Pub  , Moscow ",0.00,₹,379,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1009,"New Tales From Grimm","Michaelis Jena, Ratcliff",NULL,NULL,NULL,NULL,78724,1,"C S ",THCB,0.00,₹,145,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1010,"One Hundred Worlds Best Novels Condensed","Grozier Edwin A",NULL,NULL,NULL,NULL,78725,1,"823 /Gro","Blue Ribbon Book, N Y ",0.00,₹,535,2,970,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1011,"Notes on W  Shakespeare's","Henry V",NULL,NULL,NULL,NULL,78726,1,820/Hen,"Methuen & Co  Ltd ",0.00,₹,54,2,1220,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1012,"The Household Encyclopedia","Mager S K",Reference,NULL,NULL,https://www.goodreads.com/book/show/8660794-the-household-encyclopedia?from_search=true&from_srp=true&qid=md5UpKao6V&rank=2,78727,1,"030 / MAG","Pocket Books ",0.00,₹,628,2,1630,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1013,"The Saint of Gondawali","Belsare K  V ",NULL,NULL,NULL,NULL,78728,1,"828 / BEL",Ghanekar,20.00,₹,316,2,1140,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1014,"Night of the Vulture !","Frank Berrios",NULL,NULL,NULL,NULL,78729,1,"C S ","Publisher,",0.00,₹,0,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1015,"Thus Spake Gurudev","Ranade  R  D ",NULL,NULL,NULL,NULL,78730,1,"101 / RAN",Belgaum,1.00,₹,141,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1017,"Tales of the Amber Sea","Zheleznova Irina","Folklore, Fantasy, Fairy Tales, Fantasy, Fiction","A collection of Baltic folklore from Estonia, Lithuania and Latvia.",NULL,https://www.goodreads.com/book/show/1101156.Tales_of_the_Amber_Sea?from_search=true&from_srp=true&qid=FXZBsUDGp4&rank=1,78732,1,"C  S ","Raduga Publishers ",0.00,₹,259,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1018,"The Rounding Off","Roy Dilip Kumar",NULL,NULL,NULL,NULL,78733,1,"825 / ROY","Bharatiya Vidya Bhavan,  Bombay ",30.00,₹,136,2,1131,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1019,Hamlet,"Shakespeare W ",NULL,NULL,NULL,NULL,78734,1,"823 / SHA","Houghton Mifflin & Co ",0.00,₹,736,2,990,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1020,"The Romantic Comedy","James D G ",NULL,NULL,NULL,NULL,78735,1,"827 1/ JAM","Oxford Press",7.20,₹,275,2,1220,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1021,"Maharaja Swathi Thirumal","Srinivasier S R ",NULL,NULL,NULL,NULL,78736,1,"828/ SRI","National Book Trust- India, N Delhi",10.00,₹,61,2,1140,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1022,"The Yellow Snake","Wallace Edgar","Mystery, Crime, Mystery, Mystery, Detective","Stephen Narth steckt in argen Schwierigkeiten. Da kommt eine Nachricht seines Onkels aus China gerade recht. Der alte Joe Bray hat nicht mehr lange zu leben. Er möchte, dass sein Geschäftsführer Clifford Lynne, der Teilhaber seiner Goldminen ist, ein Mädchen aus Narth Familie ehelicht. Andernfalls soll Clifford das gesamte Vermögen erben und Narth ginge leer aus. Eine aufregende und gefahrenvolle Reise nach China beginnt, denn jemand scheint es auf Clifford abgesehen zu haben.",NULL,https://www.goodreads.com/book/show/4582432-the-yellow-snake?from_search=true&from_srp=true&qid=de8ugwOEJC&rank=1,78737,1,"823 / WAL","Hodder, London",0.00,₹,190,2,1000,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1023,"The Best of Wodehouse","Meredith Scott",NULL,NULL,NULL,NULL,78738,1,"823- / MER","Pocket Books, N Y ",NULL,₹,266,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1024,"Tales of Terror & Mystery","Doyle Arthur Canan",NULL,NULL,NULL,NULL,78739,1,"823 / DOY","John Murray, London ",0.00,₹,190,2,1000,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1025,"The Brighter Buccaneer","Charteris Leslie","Mystery, Fiction, Adventure, Mystery, Crime, Short Stories","Collection of short stories:",NULL,https://www.goodreads.com/book/show/1988634.The_Brighter_Buccaneer?from_search=true&from_srp=true&qid=MBY3lxXX0T&rank=1,78740,1,"823 / CHA","Unabridged, London",4.00,₹,189,2,940,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1027,"The Beasts of Tarzan","Burroughs Edgar Rice","Adventure, Fiction, Fantasy, Classics, Pulp, Action, Science Fiction, Cultural, Africa, Literature, Novels","As THE BEASTS OF TARZAN begins, Tarzan -- as Lord Greystoke -- is settled in civilized London. But two of his enemies, Nikolas Rokoff and henchman Alexis Paulvitch, are on his trail. The pair abducts Jane -- and Tarzan's son, Jack. Tarzan himself is stranded on a desert island, but with the help of Sheeta the panther and Akut the great ape he makes it back to the mainland. There he meets Mugambi, the giant chief of the Wagambi tribe, who becomes Tarzan's lifelong friend and ally. The group heads into the deep jungle after the kidnappers -- and when Tarzan finds them he lets the beast inside him wreck his vengeance. There's a beautiful irony, here -- Tarzan has come from the jungle into civilization, and his son must go from civilization to the jungle.",NULL,https://www.goodreads.com/book/show/330110.The_Beasts_of_Tarzan?from_search=true&from_srp=true&qid=VA3JgT0fdW&rank=1,78742,1,"823 / BUR",Mark,0.00,₹,136,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1028,Shalako,"L'Amour Louis","Westerns, Fiction, Historical, Historical Fiction, Adventure, Adult Fiction, Historical, Romance","He rode wild country with wilder men. He was a loner who owned nothing but his horse and saddle-and his guns.  He was a man willing to gamble his life to get the woman he wanted... He was Shalako.",NULL,https://www.goodreads.com/book/show/1123529.Shalako?from_search=true&from_srp=true&qid=rwUMDMqfNC&rank=1,78743,1,"823 L'AM",Corgl,8.58,₹,124,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1029,"Japanese Fairy Tales","Piggott Juliet",NULL,NULL,NULL,NULL,78744,1,"C  S ","Somaiya Pub  Pvt  Ltd , Bombay ",6.50,₹,200,2,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1030,"Live And Let Die","Fleming Ian","Fiction, Thriller, Spy Thriller, Espionage, Mystery, Adventure, Mystery, Crime, Classics, Novels, Action, Thriller, Spy Thriller",""Her hair was black and fell to her shoulders. She had high cheekbones and a sensual mouth, and wore a dress of white silk. Her eyes were blue, alight and disdainful, but, as they gazed into his with a touch of humour, Bond realized that they contained a message. Solitaire watched his eyes on her and nonchalantly drew her forearms together so that the valley between her br",NULL,https://www.goodreads.com/book/show/3763.Live_and_Let_Die?from_search=true&from_srp=true&qid=76x69FpMBI&rank=1,78745,1,"823 / Fle","A Signet Books  N  Delhi ",3.75,₹,159,2,950,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1031,"Pushing to the Front","Marden O S ",NULL,NULL,NULL,NULL,78746,1,"824 / MAR","V K l  & Co ",0.00,₹,244,2,1130,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1032,"Three Fairy Tales","Grimm & Andersen",NULL,NULL,NULL,NULL,78747,1,"C S ","Golden, London",0.00,₹,0,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1033,"The False Friend And Other Stories","Aggarwala N K ",NULL,NULL,NULL,NULL,78748,1,"C S ","S  Chand & Co  Ltd N  Delhi ",1.50,₹,44,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1034,"Great Poets","Thomas Hentry, Thomas Dana",NULL,NULL,NULL,NULL,78749,1,"920 / THO","Blue Ribbon Book, Newyork ",NULL,₹,307,2,1030,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1035,"Tales of Chivalry","Bose Tara",NULL,NULL,NULL,NULL,78750,1,"C S ","Subhash Pub  Bombay ",3.00,₹,59,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1036,"Reference India -1968-1969","Katkar Mahadev Govind",NULL,NULL,NULL,NULL,78751,1,"030 / KAT","Tradesman & Men Co ",130.00,₹,318,2,2070,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1037,"Diamonds: Are Forever","Fleming Lan",NULL,NULL,NULL,NULL,78752,1,"823 / FLE","A Signet Books  N  York ",NULL,₹,160,2,950,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1038,"The Agony And The Ecstasy","Stone Irving","Historical, Historical Fiction, Fiction, Art, Classics, Cultural, Italy, Historical, Art, Art History, Literature, Biography Memoir, Novels","Celebrating the 500th anniversary of Michelangelo’s David, New American Library releases a special edition of Irving Stone’s classic biographical novel—in which both the artist and the man are brought to life in full. A masterpiece in its own right, this novel offers a compelling portrait of Michelangelo’s dangerous, impassioned loves, and the God-driven fury from which he wrested the greatest art the world has ever known.",NULL,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy?from_search=true&from_srp=true&qid=n79G46vfvb&rank=1,78753,1,"823 / STO","Fontana books, London",0.00,₹,798,2,990,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1039,"The Master Mind of Mars","Burroughs Edgar Rice","Science Fiction, Fantasy, Fiction, Adventure, Classics, Pulp, Science Fiction, Sword and Planet, Science Fiction Fantasy, Science Fiction, Planetary Romance, Science Fiction, Aliens","Former Earthman Ulysses Paxton served Barsoom's greatest scientist, until his master's ghoulish trade in living bodies drove him to rebellion. Then, to save the body of the woman he loved, he had to attack mighty Phundahl, and its evil, beautiful ruler.",NULL,https://www.goodreads.com/book/show/40385.The_Master_Mind_of_Mars?from_search=true&from_srp=true&qid=EeY3iprj7H&rank=1,78754,1,"823 / BUR","A Four Square",0.00,₹,144,2,930,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1040,"A Duel of Hearts","Carland barbara",NULL,NULL,NULL,NULL,78755,1,"823 / CAR","Pyramid, N  York ",0.00,₹,284,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1041,"The Statan Bug","Maclean Alistair",NULL,NULL,NULL,NULL,78756,1,"823 / MAC","Collins Fontana Books,",NULL,₹,222,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1042,Numerology,"Ojha Pandit Ashutosh",NULL,NULL,NULL,NULL,78757,1,"510 / OJH",Orient,6.00,₹,188,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1043,"Salome: The Wandering Jewess","Viereck G S, Eldridge Paul",NULL,NULL,NULL,NULL,78758,1,"823 /VIE","Gerald Duckworth & Co  Ltd ",80.00,₹,416,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1044,Kim,"Kipling Rudyard","Classics, Fiction, Cultural, India, Historical, Historical Fiction, Adventure, Literature, Novels, European Literature, British Literature, Historical, Cultural, Asia","Kim is set in an imperialistic world; a world strikingly masculine, dominated by travel, trade and adventure, a world in which there is no question of the division between white and non-white.",NULL,https://www.goodreads.com/book/show/210834.Kim?from_search=true&from_srp=true&qid=yjsv9oRUdS&rank=3,78759,1,"823 / KIP","Dell Pub  Co , Newyork ",4.45,₹,288,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1045,"The Golden Ass",Apuleius,"Classics, Fiction, Fantasy, Mythology, Fantasy, Literature, Literature, Ancient, Novels, Roman, History, Ancient History, Humor",NULL,NULL,https://www.goodreads.com/book/show/80081.The_Golden_Ass?from_search=true&from_srp=true&qid=2ZR3y6lJ7w&rank=1,78760,1,"823 / APU","London ",0.00,₹,254,2,930,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1046,"Akbar & Birbal","Bhalekar Asha",NULL,NULL,NULL,NULL,78761,1,823/BHA,"Subhash Pub, Bombay ",0.00,₹,63,2,1010,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1047,"Tarzan The Magnificent","Burroughs Edgar Rice","Fantasy, Adventure, Fiction, Classics, Action, Science Fiction, Speculative Fiction, Pulp, Science Fiction Fantasy, Adult Fiction","Tarzan encounters a lost race with uncanny mental powers, after which he revisits the lost cities of Cathne and Athne, previously encountered in the earlier novel Tarzan and the City of Gold. As usual, he is backed up by Chief Muviro and his faithful Waziri warriors.",NULL,https://www.goodreads.com/book/show/338598.Tarzan_the_Magnificent?from_search=true&from_srp=true&qid=gy9yYP4djV&rank=1,78762,1,"823 /BUR",Mark,0.00,₹,128,2,930,6,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1048,"Tarzan The Invincible","Burroughs Edgar Rice","Fantasy, Adventure, Fiction, Classics, Pulp, Action, Science Fiction, Science Fiction Fantasy, Speculative Fiction, Thriller","Tarzan, his monkey friend Nkima, and Chief Muviro and his faithful Waziri warriors prevent Soviet communists from looting the lost city of Opar. The story also prominently features Tarzan's lion ally Jad-bal-ja.",NULL,https://www.goodreads.com/book/show/338586.Tarzan_the_Invincible?from_search=true&from_srp=true&qid=bfspWZXejW&rank=1,78763,1,"823 / BUR",Mark,0.00,₹,127,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1049,"Tarzan AndThe Jewels  Of  Opar","Burroughs Edgar Rice",NULL,NULL,NULL,NULL,78764,1,"823 / BUR",Mark,0.00,₹,136,2,960,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1050,Thais,"France Anatole",NULL,NULL,NULL,NULL,78765,1,"823 / FRA",Collins,0.00,₹,258,2,950,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1051,"Goodbye Mr  Chips","Hilton James",NULL,NULL,NULL,NULL,78766,1,"823 / HIL","Hodder & Stoughtor, London",4.00,₹,124,2,960,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1052,"The People That Time Forgot","Burroughs Edgar Rice","Science Fiction, Fantasy, Fiction, Classics, Adventure, Pulp, Audiobook, Animals, Dinosaurs, Action, Science Fiction Fantasy","Ex-cowboy Tom Billings leads a rescue mission to save Bowen Tyler, the protagonist of The Land That Time Forgot. In the midst of hair-raising adventures, he has more trouble keeping his own skin intact than in finding his friend.",NULL,https://www.goodreads.com/book/show/1041041.The_People_That_Time_Forgot?from_search=true&from_srp=true&qid=b4ZZCfvvTU&rank=1,78768,1,"823 /Bur","Ace Book , INC, N Y ",0.00,₹,124,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1053,"Northern Lights","Pomerantseva E ",NULL,NULL,NULL,NULL,78769,1,"C S ","Peogress Pub , Mascow",0.00,₹,227,2,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1054,"The Masqueraders","Heyer Georgette","Romance, Historical, Historical Fiction, Romance, Historical Romance, Historical, Fiction, Historical, Regency, Classics, Historical Romance, Regency Romance, Adventure, Audiobook","She could disguise everything -- except her love for him . . .",NULL,https://www.goodreads.com/book/show/32109.The_Masqueraders?from_search=true&from_srp=true&qid=4VGm98L7F6&rank=7,78770,1,"823 /HEY","Pan , London ",0.00,₹,254,2,960,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1055,"Besides Tales of Mystery & Suspense","Maugham and Others",NULL,NULL,NULL,NULL,78771,1,"823 / MAU","Panther Book",0.00,₹,125,2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1058,"The Collected Short Stories","Archer Jeffrey","Fiction, Short Stories, Thriller, Mystery, Anthologies, Modern, Drama, Contemporary","Millions of readers around the world have relished Jeffrey Archer's shortstories. Now, for the first time, all three collections are gathered together inone handsome volume. ",NULL,https://www.goodreads.com/book/show/3319669-the-collected-short-stories?from_search=true&from_srp=true&qid=fs4X3Iv8ZM&rank=18,78774,1,"823- /Arc","Harper, Newyork ",300.00,₹,599,2,1080,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1068,"Energy From The Sun","Sootha G D ",NULL,NULL,NULL,NULL,78784,1,"621 47 / SOO","Indraprastha Prakashan, Delhi",150.00,₹,138,2,1200,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1076,"War And Peace","Tolstoy Leo","Classics, Fiction, Historical, Historical Fiction, Cultural, Russia, Literature, Literature, Russian Literature, War, Novels, Historical, Literature, 19th Century","In Russia's struggle with Napoleon, Tolstoy saw a tragedy that involved all mankind. Greater than a historical chronicle, War and Peace is an affirmation of life itself, `a complete picture', as a contemporary reviewer put it, `of everything in which people find their happiness and greatness, their grief and humiliation'. Tolstoy gave his personal approval to this translation, published here in a new single volume edition, which includes an introduction by Henry Gifford, and Tolstoy's important essay `Some Words about War and Peace'.",NULL,https://www.goodreads.com/book/show/656.War_and_Peace?from_search=true&from_srp=true&qid=NVmJuSOnBo&rank=1,78792,1,"823 /Tol","The Modern Library, N  Y ",1302.00,₹,1386,2,1000,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1077,"Hindu Scriptures","Zaehner R C ","Philosophy, Reference, Nonfiction, Religion, Hinduism, Religion, Literature","Among the sacred books of India are the hymns of the Rig-Veda, the world’s first recorded poems; the “magical texts” of the Athara-Veda; the stirring pantheistic speculations of the Upanishads; and the Bhagavad-Gītā,",NULL,https://www.goodreads.com/book/show/968234.Hindu_Scriptures?from_search=true&from_srp=true&qid=TZtR0WxBa3&rank=2,78793,1,"025 171054/ZAE","Everyman, London ",657.00,₹,411,2,1360,3,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1078,"The Life of  Samuel Johnson","Bosewell James",NULL,NULL,NULL,NULL,78794,1,"928 1 /Bos","Everyman's, London ",NULL,₹,1278,2,1160,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1079,"The Divine Comedy","Alighieri Dante","Classics, Poetry, Fiction, Literature, Philosophy, Religion, Fantasy, European Literature, Italian Literature, Cultural, Italy, Classics, Classic Literature"," describes Dante's descent into Hell with Virgil as a guide; his ascent of Mount Purgatory and encounter with his dead love, Beatrice; and finally, his arrival in Heaven. Examining questions of faith, desire and enlightenment, the poem is a brilliantly nuanced and moving allegory of human redemption. ",NULL,https://www.goodreads.com/book/show/6656.The_Divine_Comedy?from_search=true&from_srp=true&qid=AM8FIAEcAz&rank=1,78795,1,"827 / ALI","Everyman's Library, London ",1095.00,₹,798,2,1132,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1080,"The Trial","Kafka Franz","Classics, Fiction, Literature, Philosophy, European Literature, German Literature, Novels, Science Fiction, Dystopia, Literature, 20th Century, European Literature, Czech Literature, Literary Fiction","Written in 1914 but not published until 1925, a year after Kafka’s death, ",NULL,https://www.goodreads.com/book/show/17690.The_Trial?from_search=true&from_srp=true&qid=okL39FqTSM&rank=2,78796,1,"823 /KAF","Everyman, London ",675.00,₹,299,2,970,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1081,"Collected Shorter Fiction - I","Tolstoy Leo",NULL,NULL,NULL,NULL,78797,1,823/TOL,"Everyman, London ",NULL,₹,793,2,1000,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1082,"Collected Shorter Fiction - II","Leo Tolstoy",NULL,NULL,NULL,NULL,78798,1,"823 -/ TOL","Everyman, London ",NULL,₹,998,2,1100,4,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1083,"The Tin Drum","Grass Gunter",NULL,NULL,NULL,NULL,78799,1,"823 / GRA","Everyman, London ",803.00,₹,551,2,960,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
